WaferNo,BatchNo,TestDate,ChipID,Model,PFcode,MfgStep,Ith,Vf,Pwr,PwrEOL,SlopeEff,RollingFactor,Vkink,IforVkink,DiffR,Iop2,Pop2,Vop2,ModeECLwave
18623280,7506000,09/05/16,FU113,G3188-001-108,0,1,30.0,1.319,49.8,64.3,0.296,9.52%,0.000,0.0,1.957,0.0,0.00,0.000,1576.9
18623280,7506000,09/05/16,FU114,G3188-001-108,0,1,29.7,1.315,49.5,64.1,0.294,9.37%,0.000,0.0,1.943,0.0,0.00,0.000,1580.3
18623280,7506000,09/05/16,FU115,G3188-001-108,0,1,30.6,1.323,50.3,65.2,0.302,8.98%,0.000,0.0,1.972,0.0,0.00,0.000,1576.1
18623280,7506000,09/05/16,FW098,G3188-001-108,0,1,27.3,1.304,49.1,63.1,0.286,9.68%,0.000,0.0,1.911,0.0,0.00,0.000,1579.8
18623280,7506000,09/05/16,FW099,G3188-001-108,0,1,26.1,1.317,51.0,65.7,0.295,9.66%,0.000,0.0,1.959,0.0,0.00,0.000,1577.5
18623280,7506000,09/05/16,FW102,G3188-001-108,0,1,27.8,1.332,51.4,65.9,0.303,9.85%,0.000,0.0,2.015,0.0,0.00,0.000,1577.8
18623280,7506000,09/05/16,FW106,G3188-001-108,0,1,28.1,1.322,51.4,66.4,0.304,9.08%,0.000,0.0,1.978,0.0,0.00,0.000,1579.7
18623280,7506000,09/05/16,FW109,G3188-001-108,0:04,1,38.1,1.279,34.7,43.7,0.211,14.57%,0.000,0.0,1.811,0.0,0.00,0.000,1571.5
18623280,7506000,09/08/16,FW109,G3188-001-108,0,1,36.0,1.265,36.6,46.6,0.220,14.08%,0.000,0.0,1.769,0.0,0.00,0.000,1573.3
18623280,7506000,09/05/16,FW110,G3188-001-108,0,1,31.0,1.328,51.1,66.2,0.308,9.07%,0.000,0.0,1.982,0.0,0.00,0.000,1571.0
18623280,7506000,09/05/16,FW111,G3188-001-108,0,1,34.6,1.330,48.6,63.2,0.300,9.44%,0.000,0.0,1.977,0.0,0.00,0.000,1570.5
18623280,7506000,09/05/16,FW112,G3188-001-108,0,1,41.5,1.317,44.0,57.6,0.284,9.61%,0.000,0.0,1.890,0.0,0.00,0.000,1558.7
18623280,7506000,09/05/16,FY096,G3188-001-108,0,1,29.0,1.317,50.2,64.7,0.298,9.36%,0.000,0.0,1.957,0.0,0.00,0.000,1576.7
18623280,7506000,09/05/16,FY098,G3188-001-108,0,1,28.9,1.319,51.3,66.3,0.304,9.28%,0.000,0.0,1.964,0.0,0.00,0.000,1578.7
18623280,7506000,09/05/16,FY100,G3188-001-108,0,1,28.3,1.324,52.0,67.3,0.308,9.10%,0.000,0.0,1.982,0.0,0.00,0.000,1577.8
18623280,7506000,09/05/16,FY101,G3188-001-108,0,1,36.5,1.327,42.9,55.6,0.267,10.26%,0.000,0.0,1.967,0.0,0.00,0.000,1569.9
18623280,7506000,09/05/16,FY102,G3188-001-108,0,1,28.7,1.300,48.8,62.7,0.288,10.05%,0.000,0.0,1.891,0.0,0.00,0.000,1577.4
18623280,7506000,09/05/16,FY103,G3188-001-108,0,1,27.6,1.309,48.9,63.0,0.287,9.83%,0.000,0.0,1.924,0.0,0.00,0.000,1578.8
18623280,7506000,09/05/16,FY106,G3188-001-108,0,1,28.5,1.314,49.5,63.7,0.291,9.93%,0.000,0.0,1.941,0.0,0.00,0.000,1575.8
18623280,7506000,09/07/16,FY107,G3188-001-108,0,1,30.2,1.328,49.0,62.8,0.290,10.72%,0.000,0.0,1.987,0.0,0.00,0.000,1574.0
18623280,7506000,09/05/16,FY108,G3188-001-108,0,1,29.2,1.323,49.8,64.0,0.294,10.34%,0.000,0.0,1.969,0.0,0.00,0.000,1573.0
18623280,7506000,09/05/16,FY109,G3188-001-108,0,1,29.3,1.329,50.9,65.5,0.302,9.73%,0.000,0.0,1.995,0.0,0.00,0.000,1576.5
18623280,7506000,09/05/16,FY110,G3188-001-108,0,1,35.5,1.322,40.9,52.5,0.252,11.15%,0.000,0.0,1.960,0.0,0.00,0.000,1574.3
18623280,7506000,09/05/16,FY113,G3188-001-108,0,1,34.9,1.306,44.5,57.4,0.272,10.77%,0.000,0.0,1.890,0.0,0.00,0.000,1572.7
18623280,7506000,09/05/16,FY115,G3188-001-108,0,1,30.7,1.321,50.8,65.7,0.304,9.47%,0.000,0.0,1.955,0.0,0.00,0.000,1573.7
18623280,7506000,09/05/16,HH095,G3188-001-108,0,1,32.9,1.283,44.1,57.2,0.267,10.15%,0.000,0.0,1.821,0.0,0.00,0.000,1576.5
18623280,7506000,09/05/16,HH096,G3188-001-108,0,1,30.2,1.296,50.3,65.0,0.300,9.34%,0.000,0.0,1.882,0.0,0.00,0.000,1579.5
18623280,7506000,09/05/16,HH098,G3188-001-108,0,1,30.0,1.292,49.5,64.0,0.294,9.50%,0.000,0.0,1.854,0.0,0.00,0.000,1575.5
18623280,7505000,09/06/16,HK126,G3188-001-108,0,1,43.2,1.261,43.0,55.8,0.277,11.51%,0.000,0.0,1.689,0.0,0.00,0.000,1570.9
18623280,7505000,09/06/16,HK127,G3188-001-108,0,1,29.4,1.253,48.6,62.3,0.287,10.49%,0.000,0.0,1.694,0.0,0.00,0.000,1576.6
18623280,7505000,09/06/16,HK128,G3188-001-108,0,1,30.1,1.247,49.3,63.6,0.294,9.83%,0.000,0.0,1.670,0.0,0.00,0.000,1574.6
18623280,7505000,09/06/16,HK129,G3188-001-108,0,1,34.1,1.240,45.7,58.8,0.278,10.98%,0.000,0.0,1.632,0.0,0.00,0.000,1571.0
18623280,7505000,09/06/16,HK130,G3188-001-108,0,1,31.9,1.249,49.2,63.6,0.298,10.17%,0.000,0.0,1.666,0.0,0.00,0.000,1570.9
18623280,7505000,09/07/16,HK131,G3188-001-108,0,1,28.7,1.246,52.3,69.0,0.313,6.61%,0.000,0.0,1.678,0.0,0.00,0.000,1574.3
18623280,7505000,09/06/16,HK132,G3188-001-108,0,1,33.5,1.251,48.8,63.1,0.297,10.06%,0.000,0.0,1.674,0.0,0.00,0.000,1569.6
18623280,7505000,09/06/16,HK133,G3188-001-108,0,1,32.6,1.255,49.2,64.3,0.299,8.89%,0.000,0.0,1.691,0.0,0.00,0.000,1570.2
18623280,7505000,09/06/16,HK140,G3188-001-108,0,1,39.3,1.262,42.2,53.6,0.267,13.85%,0.000,0.0,1.685,0.0,0.00,0.000,1566.4
18623280,7505000,09/06/16,HM131,G3188-001-108,0,1,29.2,1.249,50.4,65.4,0.299,9.07%,0.000,0.0,1.680,0.0,0.00,0.000,1574.6
18623280,7505000,09/06/16,HM132,G3188-001-108,0,1,31.7,1.256,49.8,64.7,0.300,9.26%,0.000,0.0,1.706,0.0,0.00,0.000,1572.0
18623280,7505000,09/06/16,HM134,G3188-001-108,0,1,30.6,1.259,50.6,65.5,0.302,9.44%,0.000,0.0,1.712,0.0,0.00,0.000,1572.3
18623280,7505000,09/06/16,HM135,G3188-001-108,0,1,29.5,1.255,50.3,65.4,0.298,9.06%,0.000,0.0,1.702,0.0,0.00,0.000,1575.4
18623280,7505000,09/06/16,HM136,G3188-001-108,0,1,31.1,1.255,50.7,66.1,0.305,9.06%,0.000,0.0,1.699,0.0,0.00,0.000,1571.9
18623280,7506000,09/05/16,HN644,G3188-001-108,0,1,30.7,1.296,52.6,68.4,0.318,8.71%,0.000,0.0,1.874,0.0,0.00,0.000,1573.6
18623280,7506000,09/05/16,HS095,G3188-001-108,0,1,33.1,1.274,50.0,65.2,0.306,8.65%,0.000,0.0,1.779,0.0,0.00,0.000,1573.0
18623280,7506000,09/05/16,HS100,G3188-001-108,0,1,33.6,1.273,48.7,63.2,0.296,9.50%,0.000,0.0,1.770,0.0,0.00,0.000,1570.4
18623280,7506000,09/05/16,HS101,G3188-001-108,0,1,32.1,1.278,47.6,61.5,0.287,9.71%,0.000,0.0,1.792,0.0,0.00,0.000,1574.2
18623280,7506000,09/05/16,HS102,G3188-001-108,0,1,31.4,1.278,47.3,61.0,0.282,10.17%,0.000,0.0,1.790,0.0,0.00,0.000,1575.4
18623280,7506000,09/05/16,HS103,G3188-001-108,0,1,32.6,1.296,50.4,65.5,0.307,9.01%,0.000,0.0,1.862,0.0,0.00,0.000,1574.9
18623280,7506000,09/05/16,HS104,G3188-001-108,0,1,32.8,1.271,48.1,62.2,0.290,9.94%,0.000,0.0,1.761,0.0,0.00,0.000,1572.8
18623280,7506000,09/05/16,HS104,G3188-001-108,0,1,26.7,1.304,48.6,62.5,0.283,10.02%,0.000,0.0,1.911,0.0,0.00,0.000,1581.3
18623280,7506000,09/05/16,HS105,G3188-001-108,0,1,32.0,1.284,48.2,62.2,0.289,10.37%,0.000,0.0,1.821,0.0,0.00,0.000,1574.3
18623280,7506000,09/05/16,HS109,G3188-001-108,0,1,36.5,1.298,45.7,59.5,0.284,9.53%,0.000,0.0,1.860,0.0,0.00,0.000,1575.8
18623280,7506000,09/05/16,HS110,G3188-001-108,0,1,33.5,1.261,47.1,61.2,0.286,9.65%,0.000,0.0,1.731,0.0,0.00,0.000,1574.0
18623280,7506000,09/05/16,HS111,G3188-001-108,0,1,30.9,1.293,51.4,66.7,0.309,8.99%,0.000,0.0,1.855,0.0,0.00,0.000,1577.0
18623280,7506000,09/05/16,HS112,G3188-001-108,0,1,33.3,1.286,50.1,65.6,0.308,8.42%,0.000,0.0,1.825,0.0,0.00,0.000,1574.9
18623280,7506000,09/05/16,HS113,G3188-001-108,0,1,32.1,1.293,51.3,66.6,0.312,8.60%,0.000,0.0,1.850,0.0,0.00,0.000,1573.3
18630280,7166000,09/01/16,EJ624,G3188-001-108,0,1,39.4,1.225,48.5,64.0,0.308,8.23%,0.000,0.0,1.574,0.0,0.00,0.000,1559.8
18630280,7166000,09/01/16,EJ626,G3188-001-108,0,1,34.7,1.231,50.3,66.0,0.309,8.51%,0.000,0.0,1.595,0.0,0.00,0.000,1556.7
18630280,7166000,09/01/16,EJ628,G3188-001-108,0:08,1,33.5,1.176,50.5,65.5,0.306,9.75%,0.000,0.0,1.373,0.0,0.00,0.000,1552.7
18630280,7166000,09/08/16,EJ628,G3188-001-108,0,1,35.6,1.276,44.7,57.2,0.275,11.46%,0.000,0.0,1.760,0.0,0.00,0.000,1563.9
18630280,7166000,09/01/16,EJ629,G3188-001-108,0,1,38.4,1.289,43.2,55.6,0.271,11.27%,0.000,0.0,1.801,0.0,0.00,0.000,1560.7
18630280,7166000,09/01/16,EJ631,G3188-001-108,0,1,33.8,1.286,45.0,57.1,0.272,12.15%,0.000,0.0,1.799,0.0,0.00,0.000,1565.3
18630280,7166000,09/01/16,EJ632,G3188-001-108,0,1,34.2,1.285,45.1,57.3,0.274,12.24%,0.000,0.0,1.798,0.0,0.00,0.000,1564.2
18630280,7166000,09/01/16,EJ633,G3188-001-108,0,1,37.5,1.284,43.0,55.2,0.268,11.54%,0.000,0.0,1.790,0.0,0.00,0.000,1561.0
18630280,7166000,09/01/16,EJ634,G3188-001-108,0,1,34.9,1.287,44.5,57.1,0.272,11.15%,0.000,0.0,1.805,0.0,0.00,0.000,1561.4
18630280,7166000,09/01/16,EJ635,G3188-001-108,0,1,34.4,1.286,43.2,54.2,0.262,14.30%,0.000,0.0,1.800,0.0,0.00,0.000,1562.2
18630280,7166000,09/01/16,EJ636,G3188-001-108,0,1,33.3,1.277,44.7,56.7,0.267,12.69%,0.000,0.0,1.767,0.0,0.00,0.000,1565.2
18630280,7166000,09/01/16,EJ637,G3188-001-108,0,1,35.0,1.284,44.7,56.7,0.270,12.84%,0.000,0.0,1.791,0.0,0.00,0.000,1558.1
18630280,7166000,09/01/16,EJ641,G3188-001-108,0,1,33.8,1.278,51.9,67.6,0.316,9.13%,0.000,0.0,1.770,0.0,0.00,0.000,1556.9
18630280,7166000,09/01/16,EJ643,G3188-001-108,0,1,31.7,1.285,52.0,67.1,0.311,10.17%,0.000,0.0,1.810,0.0,0.00,0.000,1558.9
18630280,7166000,09/01/16,EJ644,G3188-001-108,0,1,31.5,1.288,52.5,67.7,0.314,10.07%,0.000,0.0,1.810,0.0,0.00,0.000,1555.1
18630280,7166000,09/01/16,EJ645,G3188-001-108,0,1,29.9,1.274,52.2,67.1,0.309,10.37%,0.000,0.0,1.766,0.0,0.00,0.000,1558.3
18630280,7166000,09/01/16,EJ647,G3188-001-108,0,1,32.0,1.301,45.3,57.0,0.270,13.15%,0.000,0.0,1.864,0.0,0.00,0.000,1559.9
18630280,7166000,09/01/16,EJ648,G3188-001-108,0,1,33.1,1.298,45.7,57.6,0.274,13.03%,0.000,0.0,1.854,0.0,0.00,0.000,1558.1
18630280,7166000,09/01/16,EJ650,G3188-001-108,0,1,31.6,1.287,45.8,57.6,0.271,13.27%,0.000,0.0,1.807,0.0,0.00,0.000,1559.0
18630280,7166000,09/01/16,EL621,G3188-001-108,0,1,37.7,1.141,50.9,67.4,0.321,7.84%,0.000,0.0,1.240,0.0,0.00,0.000,1555.7
18630280,7166000,09/01/16,EL623,G3188-001-108,0,1,39.9,1.243,42.6,55.2,0.271,10.65%,0.000,0.0,1.637,0.0,0.00,0.000,1569.1
18630280,7166000,09/01/16,EL624,G3188-001-108,0,1,37.8,1.241,44.0,57.4,0.277,9.69%,0.000,0.0,1.632,0.0,0.00,0.000,1568.9
18630280,7166000,09/01/16,EL629,G3188-001-108,0,1,34.8,1.240,46.0,59.5,0.283,9.82%,0.000,0.0,1.629,0.0,0.00,0.000,1568.9
18630280,7166000,09/01/16,EL630,G3188-001-108,0,1,34.5,1.247,45.9,59.3,0.281,10.13%,0.000,0.0,1.655,0.0,0.00,0.000,1570.3
18630280,7166000,09/01/16,EL631,G3188-001-108,0,1,33.6,1.245,46.3,59.5,0.281,10.63%,0.000,0.0,1.644,0.0,0.00,0.000,1569.7
18630280,7166000,09/01/16,EL643,G3188-001-108,0,1,35.9,1.295,44.0,56.2,0.270,11.88%,0.000,0.0,1.834,0.0,0.00,0.000,1570.8
18630280,7166000,09/01/16,EL644,G3188-001-108,0,1,33.2,1.281,46.0,58.8,0.278,11.45%,0.000,0.0,1.790,0.0,0.00,0.000,1566.5
18630280,7166000,09/01/16,EL645,G3188-001-108,0,1,33.0,1.283,45.5,58.0,0.274,11.62%,0.000,0.0,1.791,0.0,0.00,0.000,1565.3
18630280,7166000,09/01/16,EM093,G3188-001-108,0,1,30.5,1.269,46.6,59.3,0.276,11.52%,0.000,0.0,1.742,0.0,0.00,0.000,1565.1
18630280,7166000,09/01/16,EM094,G3188-001-108,0,1,29.7,1.269,47.2,60.1,0.278,11.43%,0.000,0.0,1.745,0.0,0.00,0.000,1564.6
18630280,7166000,09/01/16,EM095,G3188-001-108,0,1,28.9,1.276,47.8,60.5,0.279,11.75%,0.000,0.0,1.770,0.0,0.00,0.000,1565.0
18630280,7166000,09/01/16,EM109,G3188-001-108,0,1,35.2,1.245,45.2,58.5,0.279,10.20%,0.000,0.0,1.652,0.0,0.00,0.000,1568.2
18630280,7166000,09/01/16,EM110,G3188-001-108,0,1,34.3,1.244,46.0,59.7,0.282,9.56%,0.000,0.0,1.647,0.0,0.00,0.000,1570.6
18630280,7166000,09/01/16,EM111,G3188-001-108,0,1,34.2,1.254,45.7,58.8,0.279,10.60%,0.000,0.0,1.686,0.0,0.00,0.000,1570.0
18630280,7166000,09/01/16,EM124,G3188-001-108,0,1,36.7,1.265,44.2,57.4,0.275,10.29%,0.000,0.0,1.722,0.0,0.00,0.000,1568.0
18630280,7166000,09/01/16,EM126,G3188-001-108,0,1,34.9,1.240,46.1,60.0,0.284,9.23%,0.000,0.0,1.632,0.0,0.00,0.000,1566.5
18630280,7166000,09/02/16,EN619,G3188-001-108,0,1,35.9,1.233,45.0,58.7,0.279,9.10%,0.000,0.0,1.607,0.0,0.00,0.000,1571.5
18630280,7166000,09/02/16,EN620,G3188-001-108,0,1,35.9,1.225,42.7,55.4,0.263,10.42%,0.000,0.0,1.576,0.0,0.00,0.000,1571.3
18630280,7166000,09/02/16,EN622,G3188-001-108,0,1,36.3,1.229,43.6,56.4,0.270,10.60%,0.000,0.0,1.595,0.0,0.00,0.000,1567.5
18630280,7166000,09/02/16,EN623,G3188-001-108,0,1,36.1,1.225,43.0,55.7,0.266,10.48%,0.000,0.0,1.579,0.0,0.00,0.000,1570.4
18630280,7166000,09/02/16,EN624,G3188-001-108,0,1,37.8,1.220,42.5,55.3,0.264,10.55%,0.000,0.0,1.561,0.0,0.00,0.000,1569.3
18630280,7166000,09/02/16,EN625,G3188-001-108,0,1,38.8,1.223,42.2,55.0,0.265,10.36%,0.000,0.0,1.571,0.0,0.00,0.000,1561.5
18630280,7166000,09/02/16,EN626,G3188-001-108,0,1,35.9,1.224,44.3,57.3,0.273,10.45%,0.000,0.0,1.573,0.0,0.00,0.000,1571.8
18630280,7166000,09/02/16,EN627,G3188-001-108,0,1,37.7,1.228,44.5,57.9,0.280,11.56%,0.000,0.0,1.584,0.0,0.00,0.000,1555.8
18630280,7166000,09/02/16,EN629,G3188-001-108,0,1,32.4,1.225,46.0,59.4,0.276,10.34%,0.000,0.0,1.574,0.0,0.00,0.000,1567.5
18630280,7166000,09/02/16,EN630,G3188-001-108,0,1,32.4,1.227,46.0,59.5,0.277,10.32%,0.000,0.0,1.581,0.0,0.00,0.000,1567.7
18630280,7166000,09/02/16,EN632,G3188-001-108,0,1,32.8,1.222,45.3,58.6,0.273,10.05%,0.000,0.0,1.567,0.0,0.00,0.000,1569.1
18630280,7166000,09/02/16,EN633,G3188-001-108,0,1,33.2,1.224,43.5,54.5,0.260,14.45%,0.000,0.0,1.565,0.0,0.00,0.000,1569.0
18630280,7166000,09/02/16,EN634,G3188-001-108,0,1,35.7,1.238,43.8,56.7,0.268,10.62%,0.000,0.0,1.626,0.0,0.00,0.000,1566.7
18630280,7166000,09/02/16,EN637,G3188-001-108,0,1,35.9,1.238,43.1,55.7,0.265,11.19%,0.000,0.0,1.629,0.0,0.00,0.000,1562.5
18630280,7166000,09/02/16,EN638,G3188-001-108,0,1,39.2,1.237,42.3,54.8,0.267,11.11%,0.000,0.0,1.626,0.0,0.00,0.000,1565.2
18630280,7166000,09/02/16,EN639,G3188-001-108,0,1,39.6,1.237,42.7,55.8,0.270,10.02%,0.000,0.0,1.620,0.0,0.00,0.000,1569.3
18630280,7166000,09/02/16,EN640,G3188-001-108,0,1,38.2,1.248,44.2,56.8,0.276,11.66%,0.000,0.0,1.661,0.0,0.00,0.000,1558.7
18630280,7166000,09/02/16,EN641,G3188-001-108,0,1,36.4,1.240,44.4,57.0,0.275,11.10%,0.000,0.0,1.631,0.0,0.00,0.000,1562.8
18630280,7166000,09/02/16,EN642,G3188-001-108,0,1,33.9,1.246,43.7,55.4,0.263,13.00%,0.000,0.0,1.661,0.0,0.00,0.000,1566.4
18630280,7166000,09/02/16,EN643,G3188-001-108,0,1,32.0,1.235,45.2,58.0,0.270,11.10%,0.000,0.0,1.614,0.0,0.00,0.000,1570.8
18630280,7166000,09/02/16,EN644,G3188-001-108,0,1,33.4,1.233,46.3,59.8,0.281,10.30%,0.000,0.0,1.604,0.0,0.00,0.000,1564.0
18630280,7166000,09/02/16,EN645,G3188-001-108,0,1,37.9,1.237,41.8,54.2,0.262,10.80%,0.000,0.0,1.605,0.0,0.00,0.000,1563.1
18630280,7166000,09/02/16,EN646,G3188-001-108,0,1,31.7,1.226,46.1,59.5,0.275,10.32%,0.000,0.0,1.581,0.0,0.00,0.000,1567.4
18630280,7166000,09/02/16,EN648,G3188-001-108,0,1,29.5,1.226,47.5,60.6,0.279,11.23%,0.000,0.0,1.584,0.0,0.00,0.000,1566.7
18630280,7166000,09/02/16,EN649,G3188-001-108,0,1,29.1,1.232,47.6,60.6,0.280,11.71%,0.000,0.0,1.610,0.0,0.00,0.000,1567.7
18630280,7166000,09/02/16,EN650,G3188-001-108,0,1,29.2,1.232,47.4,60.3,0.277,11.49%,0.000,0.0,1.602,0.0,0.00,0.000,1565.0
18630280,7166000,09/02/16,EN651,G3188-001-108,0,1,28.1,1.240,46.8,58.7,0.270,13.44%,0.000,0.0,1.634,0.0,0.00,0.000,1567.2
18630280,7166000,09/02/16,EN652,G3188-001-108,0,1,29.1,1.238,47.7,60.3,0.278,12.32%,0.000,0.0,1.626,0.0,0.00,0.000,1562.8
18630280,7166000,09/02/16,EN653,G3188-001-108,0,1,28.9,1.250,47.5,60.2,0.277,11.85%,0.000,0.0,1.673,0.0,0.00,0.000,1567.8
18630280,7166000,09/02/16,EN654,G3188-001-108,0,1,29.2,1.249,48.1,61.3,0.282,11.38%,0.000,0.0,1.662,0.0,0.00,0.000,1565.3
18630280,7166000,09/02/16,EN655,G3188-001-108,0,1,28.2,1.255,46.8,58.6,0.270,14.24%,0.000,0.0,1.687,0.0,0.00,0.000,1570.0
18630280,7166000,09/02/16,EN656,G3188-001-108,0,1,28.9,1.281,48.6,61.5,0.284,12.33%,0.000,0.0,1.801,0.0,0.00,0.000,1564.9
18630280,7166000,09/02/16,EN659,G3188-001-108,0,1,36.5,1.244,43.5,55.7,0.267,11.64%,0.000,0.0,1.657,0.0,0.00,0.000,1566.1
18630280,7166000,09/02/16,EN660,G3188-001-108,0,1,37.8,1.248,42.8,54.6,0.266,12.41%,0.000,0.0,1.676,0.0,0.00,0.000,1565.1
18630280,7166000,09/02/16,EN661,G3188-001-108,0,1,38.1,1.280,42.9,54.9,0.268,12.25%,0.000,0.0,1.809,0.0,0.00,0.000,1565.9
18630280,7166000,09/01/16,ES089,G3188-001-108,0,1,31.7,1.248,46.3,59.1,0.275,11.42%,0.000,0.0,1.662,0.0,0.00,0.000,1566.3
18630280,7166000,09/01/16,ES090,G3188-001-108,0,1,29.3,1.249,47.0,59.8,0.275,11.68%,0.000,0.0,1.665,0.0,0.00,0.000,1567.6
18630280,7166000,09/01/16,ES091,G3188-001-108,0,1,29.1,1.238,47.8,61.1,0.280,10.90%,0.000,0.0,1.624,0.0,0.00,0.000,1567.5
18630280,7166000,09/01/16,ES092,G3188-001-108,0,1,28.2,1.240,50.6,65.4,0.296,9.44%,0.000,0.0,1.638,0.0,0.00,0.000,1568.1
18630280,7166000,09/01/16,ES093,G3188-001-108,0,1,27.8,1.234,50.5,65.2,0.296,9.48%,0.000,0.0,1.617,0.0,0.00,0.000,1569.0
18630280,7166000,09/01/16,ES094,G3188-001-108,0,1,28.2,1.236,46.8,59.8,0.271,10.96%,0.000,0.0,1.618,0.0,0.00,0.000,1571.7
18630280,7166000,09/01/16,ES095,G3188-001-108,0,1,28.4,1.237,47.3,60.0,0.275,11.54%,0.000,0.0,1.625,0.0,0.00,0.000,1570.9
18630280,7166000,09/01/16,ES096,G3188-001-108,0,1,28.6,1.237,47.2,60.3,0.275,10.96%,0.000,0.0,1.627,0.0,0.00,0.000,1570.0
18630280,7166000,09/01/16,ES097,G3188-001-108,0,1,30.1,1.228,45.8,58.3,0.269,11.69%,0.000,0.0,1.594,0.0,0.00,0.000,1571.2
18630280,7166000,09/01/16,ES098,G3188-001-108,0,1,30.2,1.234,46.6,59.3,0.273,11.62%,0.000,0.0,1.617,0.0,0.00,0.000,1569.0
18630280,7166000,09/01/16,ES099,G3188-001-108,0,1,31.9,1.227,45.8,58.7,0.273,10.93%,0.000,0.0,1.591,0.0,0.00,0.000,1568.9
18630280,7166000,09/01/16,ES102,G3188-001-108,0,1,36.4,1.232,44.8,58.1,0.277,10.39%,0.000,0.0,1.601,0.0,0.00,0.000,1565.7
18630280,7166000,09/05/16,ES103,G3188-001-108,0,1,33.5,1.222,44.0,56.7,0.266,10.56%,0.000,0.0,1.567,0.0,0.00,0.000,1572.2
18630280,7166000,09/01/16,ES104,G3188-001-108,0,1,34.4,1.221,44.8,57.9,0.272,10.22%,0.000,0.0,1.562,0.0,0.00,0.000,1569.1
18630280,7166000,09/01/16,ES105,G3188-001-108,0,1,36.1,1.219,44.0,57.1,0.271,10.31%,0.000,0.0,1.552,0.0,0.00,0.000,1567.8
18630280,7166000,09/01/16,ES106,G3188-001-108,0,1,40.2,1.218,42.4,55.3,0.269,10.27%,0.000,0.0,1.547,0.0,0.00,0.000,1565.3
18630280,7166000,09/01/16,ES108,G3188-001-108,0,1,34.4,1.210,49.1,64.3,0.301,8.88%,0.000,0.0,1.522,0.0,0.00,0.000,1565.0
18630280,7166000,09/01/16,ES109,G3188-001-108,0,1,33.3,1.206,48.1,62.8,0.292,8.89%,0.000,0.0,1.509,0.0,0.00,0.000,1568.7
18630280,7166000,09/01/16,ES110,G3188-001-108,0,1,31.6,1.208,48.6,63.4,0.293,8.87%,0.000,0.0,1.518,0.0,0.00,0.000,1568.9
